timestamp,device,as_magnitude,as_theta,as_phi,ang_acc_magnitude,ang_acc_theta,ang_acc_phi,acc_magnitude,acc_theta,acc_phi
2025-04-23 12:24:02.405053,Device2,0.0009045610901858548,2.9147938055359073,1.8620812551642996,0,0,0,1.018046659048592,1.9034903567570158,0.4714254026687474
2025-04-23 12:24:02.405106,Device2,0.0011770443264380566,-3.1080958084828505,1.681372000547056,0,0,0,1.0222250241507493,1.9062446545644045,0.46866639282292666
2025-04-23 12:24:02.554919,Device2,0.0009416354611504454,-3.1080958084828505,1.681372000547056,0.0015713520497155128,0.033496845106942626,1.4602206530427373,1.0201847871831848,1.9035657189664932,0.46688326968704746
2025-04-23 12:24:02.405053,Device2,0.0009045610901858548,2.9147938055359073,1.8620812551642996,0,0,0,1.018046659048592,1.9034903567570158,0.4714254026687474
2025-04-23 12:24:02.405106,Device2,0.0011770443264380566,-3.1080958084828505,1.681372000547056,0,0,0,1.0222250241507493,1.9062446545644045,0.46866639282292666
2025-04-23 12:24:02.554919,Device2,0.0009416354611504454,-3.1080958084828505,1.681372000547056,0.0015713520497155128,0.033496845106942626,1.4602206530427373,1.0201847871831848,1.9035657189664932,0.46688326968704746
2025-04-23 12:24:02.705607,Device2,0.0007533083689203563,-3.1080958084828505,1.681372000547056,0.00124978217247102,0.03349684510694267,1.4602206530427373,1.020318577700122,1.8987408831892838,0.46714334726354856
2025-04-23 12:24:02.723977,Device2,0.0006026466951362851,-3.1080958084828505,1.681372000547056,0.00820143881893868,0.03349684510694263,1.4602206530427373,1.0204572504519727,1.8939223961424596,0.4674127021176033
2025-04-23 12:24:02.854937,Device2,0.00048211735610902807,-3.1080958084828505,1.681372000547056,0.0009203524007518492,0.03349684510694265,1.4602206530427373,1.0185332591525915,1.8987408831892838,0.4680276337502537
2025-04-23 12:24:02.934115,Device2,0.00038569388488722247,-3.1080958084828505,1.681372000547056,0.0012178085584876185,0.03349684510694264,1.4602206530427373,1.0231270693320553,1.8827019109470278,0.45507822158959305
2025-04-23 12:24:03.064650,Device2,0.000308555107909778,-3.1080958084828505,1.681372000547056,0.0005909426795632602,0.033496845106942646,1.460220653042737,1.0217685647934174,1.8953285151855197,0.4612292059426131
2025-04-23 12:24:03.144155,Device2,0.00024684408632782246,-3.1080958084828505,1.681372000547056,0.0007761907729235865,0.03349684510694267,1.460220653042737,1.0207316003729874,1.8932427753032834,0.46138633677913427
2025-04-23 12:24:03.275081,Device2,0.00019747526906225795,-3.1080958084828505,1.681372000547056,0.000377074510158968,0.03349684510694264,1.4602206530427373,1.0214014881524307,1.8904475140868107,0.4582975553760189
2025-04-23 12:24:03.324147,Device2,0.0001579802152498064,-3.1080958084828505,1.681372000547056,0.0008049362101953415,0.033496845106942646,1.4602206530427373,1.0189946025372265,1.8876552360710195,0.46016058773393714
2025-04-23 12:24:03.485405,Device2,0.0001263841721998451,-3.1080958084828505,1.681372000547056,0.00019593475379214596,0.03349684510694263,1.4602206530427373,1.0210479910366603,1.8855047440832267,0.4553734116022755
2025-04-23 12:24:03.534196,Device2,0.00010110733775987609,-3.1080958084828505,1.681372000547056,0.0005180641885366773,0.03349684510694263,1.4602206530427373,1.0214607187748337,1.8918441406185345,0.45619782841908724
2025-04-23 12:24:03.665039,Device2,8.088587020790086e-05,-3.1080958084828505,1.681372000547056,0.00015454737687432097,0.03349684510694263,1.4602206530427373,1.0211214423368065,1.89324765192476,0.457741319614129
2025-04-23 12:24:03.744093,Device2,6.47086961663207e-05,-3.1080958084828505,1.681372000547056,0.00020463479199729737,0.03349684510694265,1.4602206530427373,1.0208432788631172,1.889038123661,0.45718789757333334
2025-04-23 12:24:03.874470,Device2,5.176695693305656e-05,-3.1080958084828505,1.681372000547056,9.926393345238692e-05,0.03349684510694264,1.4602206530427373,1.0204244215031313,1.889733949088952,0.45635280992958166
2025-04-23 12:24:03.957831,Device2,4.1413565546445244e-05,-3.1080958084828505,1.681372000547056,0.00012419959588958208,0.033496845106942646,1.4602206530427373,1.020292605089344,1.901695112958382,0.4560895678135352
2025-04-23 12:24:04.085348,Device2,3.313085243715619e-05,-3.1080958084828505,1.681372000547056,6.495380292447998e-05,0.03349684510694263,1.4602206530427373,1.0202715324853477,1.9142673610755265,0.458267974457197
2025-04-23 12:24:04.134354,Device2,2.6504681949724957e-05,-3.1080958084828505,1.681372000547056,0.000135210795487722,0.033496845106942646,1.4602206530427373,1.0210430940954451,1.8925468811915387,0.45536361770862643
2025-04-23 12:24:04.265655,Device2,2.1203745559779966e-05,-3.1080958084828505,1.681372000547056,4.037242190909986e-05,0.03349684510694264,1.4602206530427373,1.0204944879811944,1.8840725077885683,0.4542645645536382
2025-04-23 12:24:04.344010,Device2,1.6962996447823974e-05,-3.1080958084828505,1.681372000547056,5.4122201656113616e-05,0.03349684510694266,1.460220653042737,1.0194130664259704,1.8740830705668534,0.4520873315767961
2025-04-23 12:24:04.475437,Device2,1.357039715825918e-05,-3.1080958084828505,1.681372000547056,2.581360118317619e-05,0.03349684510694266,1.4602206530427373,1.0230043988175224,1.9087312526237667,0.4548331085907834
2025-04-23 12:24:04.554107,Device2,1.0856317726607345e-05,-3.1080958084828505,1.681372000547056,3.449953697197596e-05,0.03349684510694266,1.4602206530427373,1.02120810807592,1.8817946074004377,0.44671065452673353
2025-04-23 12:24:04.685471,Device2,8.685054181285876e-06,-3.1080958084828505,1.681372000547056,1.652859059240884e-05,0.033496845106942674,1.4602206530427373,1.0217597564985617,1.8755513506171586,0.4523358064665358
2025-04-23 12:24:04.735414,Device2,6.948043345028702e-06,-3.1080958084828505,1.681372000547056,3.4779886471752436e-05,0.033496845106942646,1.4602206530427373,1.0234788713012106,1.8818711302040838,0.4490749534978517
2025-04-23 12:24:04.895314,Device2,0.0007647056071152311,-0.5925234163980034,1.1514942310557417,0.004816394892670461,-0.5867765575849828,1.1535493373796883,1.0254506326488857,1.869295258381076,0.4530485502021122
2025-04-23 12:24:04.944170,Device2,0.0021630153845657663,-0.2898007454207531,1.419038542644255,0.030419928713316755,-0.14922410627392577,1.5602547421947914,1.0242367890287871,1.8637424818736597,0.4550710684974023
2025-04-23 12:24:05.075789,Device2,0.007574223647393045,0.09200179234893173,1.2257536686012318,0.04303680488402594,0.24566493692449265,1.1652235104052255,1.0514799094609464,1.8665964238477157,0.456088251151963
2025-04-23 12:24:05.154317,Device2,0.028381215489636926,0.14703549045821535,1.2887963360905643,0.2654039849603123,0.166497281901441,1.311889089259331,1.1168258592994702,1.8352847093441291,0.46147940066594023
2025-04-23 12:24:05.286980,Device2,0.06744360482510828,0.13941653332523257,1.2390556087005833,0.294914443597792,0.13372748671309817,1.202991622550136,1.149151426053155,1.8310460470703487,0.689012992559293
2025-04-23 12:24:05.364558,Device2,0.06757438439687631,0.19086035055982126,1.3695919303315593,0.1214256799334295,1.1046382719428038,2.6864377954779464,0.9872492086601032,1.796608008338252,0.8774042199138241
