timestamp,device,as_magnitude,as_theta,as_phi,ang_acc_magnitude,ang_acc_theta,ang_acc_phi,acc_magnitude,acc_theta,acc_phi
2025-04-23 12:23:59.970911,Device1,0.00034973253558357077,0.6435011087932844,1.1902899496825317,0,0,0,1.0130829186201888,2.1022070617750637,0.32515071070836365
2025-04-23 12:23:59.989110,Device1,0.0003023894788663644,0.48447792903702325,1.173872564513445,0.0037085332600140606,-1.7681918866447772,1.7644546272392234,1.0138693209679441,2.09953907541136,0.3243630751197269
2025-04-23 12:24:00.121687,Device1,0.00030000335014648794,-0.3356385503276091,0.9086722035791763,0.0016576564913868732,-1.6828252892208846,1.2584082181170397,1.0133587716105288,2.1006453962509632,0.32595723319961833
2025-04-23 12:24:00.271120,Device1,0.0002879833082046975,-0.6188732137991922,0.8662732043547973,0.00044575004078123204,-2.3065116524683873,1.5395916853334384,1.0121289443544237,2.0860739883849924,0.32234311353882733
2025-04-23 12:24:00.288979,Device1,0.0003318392613490767,-0.5177818586126863,0.5715268837042148,0.005756180862441753,2.1052326515538624,0.449592775080164,1.0130774896324564,2.0860739883849924,0.3220304130101585
2025-04-23 12:24:00.420262,Device1,0.0004264214700231459,0.5803669326352192,0.6961820833341242,0.0019363241377330822,1.275198690472132,1.3804744509587175,1.0138693209679441,2.09953907541136,0.3243630751197269
2025-04-23 12:24:00.499249,Device1,0.0025249437861762244,1.4723992598977584,1.606113629556273,0.03035591426027727,1.562662262207289,1.7453240373420376,1.0120523701864443,2.097298096221274,0.3221164974292712
2025-04-23 12:24:00.629802,Device1,0.001509952576414931,1.3688535882152608,1.5061605005080263,0.00806636569155709,-1.5183493668404258,1.3925808438433223,1.0105943795608603,2.082160496965928,0.3209171930534607
2025-04-23 12:24:00.709394,Device1,0.0007285179041425263,1.3409164034775272,1.409512391265542,0.009906940693507713,-1.7472553023654613,1.546113948683089,1.0115433752439882,2.082160496965928,0.32060535564426534
2025-04-23 12:24:00.840067,Device1,0.0005835685534040111,-1.5232160708276057,1.3644420043822105,0.009780303505857953,-1.677947410881553,1.5687779062021778,1.007993055531634,2.082497437532715,0.3194403941348583
2025-04-23 12:24:00.919154,Device1,0.0017958237856824095,-1.5959573560196911,1.274411437746926,0.015399283757629877,-1.632106993844911,1.2318594446343598,1.0148541767170296,2.05120214337794,0.32104936488516267
2025-04-23 12:24:01.050227,Device1,0.0019457226151426902,-1.5895669245622228,1.2423538637714229,0.0012346673295254094,-1.5014446223061817,0.8798212434209591,1.0134347536965564,2.0530397891201986,0.3136278910175777
2025-04-23 12:24:01.099324,Device1,0.0015441135360836392,-1.5808401477735696,1.2396016448159322,0.008185669010150847,1.5186430921075282,1.8884489166998724,1.0136991664197026,2.04442933857149,0.3144311315547176
2025-04-23 12:24:01.230546,Device1,0.0014410560593682293,-1.5508204239705499,1.2410436741001034,0.0008492679496666496,1.1629799044149787,1.894778531110057,1.0135561158613764,2.0344439357957027,0.31399686719238235
2025-04-23 12:24:01.309246,Device1,0.0009945056658641831,-1.505886686565438,1.2279358678991763,0.0057141176074547205,1.492728951577541,1.8693901453590889,1.0116496429100343,2.0214576528755304,0.3113835924934115
2025-04-23 12:24:01.443885,Device1,0.0006106662796815142,-1.3865832445469777,1.117430105578784,0.0029898894274924905,1.4703554889611445,1.7376761514586576,1.0136967002017911,2.0171545924374943,0.3112180989422985
2025-04-23 12:24:01.520313,Device1,0.0003512924448400713,-1.049657955154098,1.132678254197351,0.003858455092265133,1.355025564647209,1.984089282115949,1.0135561158613764,2.0344439357957027,0.31399686719238235
2025-04-23 12:24:01.653954,Device1,0.00024068536200084635,0.9630479300080559,1.172960763082029,0.003460847762568534,1.6398411143859593,1.6917010879519019,1.0138407172726889,2.0472637462686034,0.3148601527824757
2025-04-23 12:24:01.699169,Device1,0.00036397993524234413,1.1193214155503501,0.9304305062956071,0.0032735335329750373,1.5628810727490936,0.5748040154111511,1.0144022870636678,2.051439466370083,0.3165554822814457
2025-04-23 12:24:01.830498,Device1,0.000369786761585021,1.017523991346556,0.9134922488670503,0.00023555274792563626,-0.4731151453855619,1.293784188460935,1.013320778430996,2.0557173218197637,0.3164674286605521
2025-04-23 12:24:01.909709,Device1,0.00043894159130660734,0.985342334062344,0.976730287772449,0.0009397882906275607,0.8537248291891864,1.3021763470243402,1.0146920715172656,2.0570389598824015,0.31742616252093153
2025-04-23 12:24:02.040527,Device1,0.0005139082965774426,1.0689278284057437,1.15081751840692,0.0008924725112509172,1.3460091259821039,1.8855972006458286,1.0127921800645974,2.0570389598824015,0.31804252265794697
2025-04-23 12:24:02.119276,Device1,0.00044375540864535095,0.7961869927747874,0.9843787460489828,0.0019691568812347255,-1.351680380738145,1.3363440044036705,1.012870179243125,2.041638056285995,0.3119047030093335
2025-04-23 12:24:02.250428,Device1,0.00044836462248551515,0.6384630536646996,0.9122492663820772,0.0005005532364219995,-1.1100075080666538,1.116317559505699,1.0133010411521346,2.0415360154700224,0.3164079430219084
2025-04-23 12:24:02.329188,Device1,0.00044185083418835065,0.6394015628125237,0.9092003306533902,8.458374933048503e-05,-2.5578085795600516,2.0248627013943783,1.0133010411521346,2.0415360154700224,0.3164079430219084
2025-04-23 12:24:02.459966,Device1,0.0004382348814324816,0.2451619139568255,0.9826322901073911,0.0010963616890906406,-1.016874898962664,1.7695862526009043,1.0134382072923833,2.0372767894075405,0.3168210732686138
2025-04-23 12:24:02.509303,Device1,0.0004090989626596912,0.6535913526652612,1.1461698246934167,0.0033910709028645734,1.9666988999811386,2.0330119239883904,1.0116565622779303,2.0273012001262893,0.3146149826125337
2025-04-23 12:23:59.970911,Device1,0.00034973253558357077,0.6435011087932844,1.1902899496825317,0,0,0,1.0130829186201888,2.1022070617750637,0.32515071070836365
2025-04-23 12:23:59.989110,Device1,0.0003023894788663644,0.48447792903702325,1.173872564513445,0.0037085332600140606,-1.7681918866447772,1.7644546272392234,1.0138693209679441,2.09953907541136,0.3243630751197269
2025-04-23 12:24:00.121687,Device1,0.00030000335014648794,-0.3356385503276091,0.9086722035791763,0.0016576564913868732,-1.6828252892208846,1.2584082181170397,1.0133587716105288,2.1006453962509632,0.32595723319961833
2025-04-23 12:24:00.271120,Device1,0.0002879833082046975,-0.6188732137991922,0.8662732043547973,0.00044575004078123204,-2.3065116524683873,1.5395916853334384,1.0121289443544237,2.0860739883849924,0.32234311353882733
2025-04-23 12:24:00.288979,Device1,0.0003318392613490767,-0.5177818586126863,0.5715268837042148,0.005756180862441753,2.1052326515538624,0.449592775080164,1.0130774896324564,2.0860739883849924,0.3220304130101585
2025-04-23 12:24:00.420262,Device1,0.0004264214700231459,0.5803669326352192,0.6961820833341242,0.0019363241377330822,1.275198690472132,1.3804744509587175,1.0138693209679441,2.09953907541136,0.3243630751197269
2025-04-23 12:24:00.499249,Device1,0.0025249437861762244,1.4723992598977584,1.606113629556273,0.03035591426027727,1.562662262207289,1.7453240373420376,1.0120523701864443,2.097298096221274,0.3221164974292712
2025-04-23 12:24:00.629802,Device1,0.001509952576414931,1.3688535882152608,1.5061605005080263,0.00806636569155709,-1.5183493668404258,1.3925808438433223,1.0105943795608603,2.082160496965928,0.3209171930534607
2025-04-23 12:24:00.709394,Device1,0.0007285179041425263,1.3409164034775272,1.409512391265542,0.009906940693507713,-1.7472553023654613,1.546113948683089,1.0115433752439882,2.082160496965928,0.32060535564426534
2025-04-23 12:24:00.840067,Device1,0.0005835685534040111,-1.5232160708276057,1.3644420043822105,0.009780303505857953,-1.677947410881553,1.5687779062021778,1.007993055531634,2.082497437532715,0.3194403941348583
2025-04-23 12:24:00.919154,Device1,0.0017958237856824095,-1.5959573560196911,1.274411437746926,0.015399283757629877,-1.632106993844911,1.2318594446343598,1.0148541767170296,2.05120214337794,0.32104936488516267
2025-04-23 12:24:01.050227,Device1,0.0019457226151426902,-1.5895669245622228,1.2423538637714229,0.0012346673295254094,-1.5014446223061817,0.8798212434209591,1.0134347536965564,2.0530397891201986,0.3136278910175777
2025-04-23 12:24:01.099324,Device1,0.0015441135360836392,-1.5808401477735696,1.2396016448159322,0.008185669010150847,1.5186430921075282,1.8884489166998724,1.0136991664197026,2.04442933857149,0.3144311315547176
2025-04-23 12:24:01.230546,Device1,0.0014410560593682293,-1.5508204239705499,1.2410436741001034,0.0008492679496666496,1.1629799044149787,1.894778531110057,1.0135561158613764,2.0344439357957027,0.31399686719238235
2025-04-23 12:24:01.309246,Device1,0.0009945056658641831,-1.505886686565438,1.2279358678991763,0.0057141176074547205,1.492728951577541,1.8693901453590889,1.0116496429100343,2.0214576528755304,0.3113835924934115
2025-04-23 12:24:01.443885,Device1,0.0006106662796815142,-1.3865832445469777,1.117430105578784,0.0029898894274924905,1.4703554889611445,1.7376761514586576,1.0136967002017911,2.0171545924374943,0.3112180989422985
2025-04-23 12:24:01.520313,Device1,0.0003512924448400713,-1.049657955154098,1.132678254197351,0.003858455092265133,1.355025564647209,1.984089282115949,1.0135561158613764,2.0344439357957027,0.31399686719238235
2025-04-23 12:24:01.653954,Device1,0.00024068536200084635,0.9630479300080559,1.172960763082029,0.003460847762568534,1.6398411143859593,1.6917010879519019,1.0138407172726889,2.0472637462686034,0.3148601527824757
